antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Lime Sparkling Water'}),frozenset({'Sparkling Water Grapefruit'}),0.018397458697705222,0.029337814136607264,0.005224878270148284,0.28400000000000003,9.680339464882945,1.0,0.004685137046289099,1.355673443943286,0.9135039894635013,0.12290825158684361,0.26235923225635266,0.23104682274247493
frozenset({'Sparkling Water Grapefruit'}),frozenset({'Lime Sparkling Water'}),0.029337814136607264,0.018397458697705222,0.005224878270148284,0.17809364548494983,9.680339464882943,1.0,0.004685137046289099,1.194299734890686,0.9238001135787064,0.12290825158684361,0.16268925564860012,0.23104682274247493
frozenset({'Limes'}),frozenset({'Organic Cilantro'}),0.05191762844492414,0.026897084616045036,0.006647615076104154,0.12804157807701394,4.760425893913898,1.0,0.005251182230756643,1.1159969224655326,0.8331921206016717,0.09211420802175391,0.10394018131274486,0.18759580043841578
frozenset({'Organic Cilantro'}),frozenset({'Limes'}),0.026897084616045036,0.05191762844492414,0.006647615076104154,0.2471500227998176,4.760425893913897,1.0,0.005251182230756643,1.2593244341733987,0.8117689806214926,0.09211420802175391,0.20592345160333153,0.18759580043841578
frozenset({'Organic Garlic'}),frozenset({'Organic Yellow Onion'}),0.04071970858425423,0.04280475390332749,0.008229796524106804,0.20210843373493978,4.721635222839783,1.0,0.00648679941914259,1.1996558010724625,0.821667008409894,0.10930118911874898,0.16642757105327632,0.19718602202506302
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Garlic'}),0.04280475390332749,0.04071970858425423,0.008229796524106804,0.19226361031518624,4.721635222839783,1.0,0.00648679941914259,1.1876155434696534,0.8234568344215758,0.10930118911874898,0.1579766655137647,0.19718602202506302
frozenset({'Large Lemon'}),frozenset({'Limes'}),0.05792746495284118,0.05191762844492414,0.01047428648522684,0.18081727715435106,3.482772279287906,1.0,0.007466829883048868,1.1573515225780882,0.7567065025869059,0.10540607257467292,0.1359582801840324,0.191282723150764
frozenset({'Limes'}),frozenset({'Large Lemon'}),0.05191762844492414,0.05792746495284118,0.01047428648522684,0.20174816914717694,3.4827722792879054,1.0,0.007466829883048868,1.180169588888613,0.7519097860763291,0.10540607257467292,0.15266415147867177,0.191282723150764
frozenset({'Organic Lemon'}),frozenset({'Organic Hass Avocado'}),0.0340475635632198,0.08194228103957907,0.00836471122122331,0.24567723342939485,2.99817420643599,1.0,0.00557477619901302,1.2170621909427548,0.6899549626217649,0.07772079772079772,0.17834930092981952,0.17387888014831515
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Lemon'}),0.08194228103957907,0.0340475635632198,0.00836471122122331,0.10208052686723545,2.99817420643599,1.0,0.00557477619901302,1.0757673325277761,0.7259496471864793,0.07772079772079772,0.07043096609909351,0.17387888014831515
frozenset({'Organic Hass Avocado'}),"frozenset({'Organic Strawberries', 'Bag of Organic Bananas'})",0.08194228103957907,0.023291182711294812,0.005445647774520746,0.06645711719802425,2.853316554242502,1.0,0.003537115135047641,1.0462388341038704,0.7075052427781814,0.05457227138643068,0.04419529518178807,0.15013219209032336
"frozenset({'Organic Strawberries', 'Bag of Organic Bananas'})",frozenset({'Organic Hass Avocado'}),0.023291182711294812,0.08194228103957907,0.005445647774520746,0.23380726698262244,2.853316554242502,1.0,0.003537115135047641,1.1982072909318482,0.6650197457421758,0.05457227138643068,0.16541986718984336,0.15013219209032336
frozenset({'Limes'}),frozenset({'Organic Garlic'}),0.05191762844492414,0.04071970858425423,0.005923981700661082,0.11410347271438696,2.8021682050669012,1.0,0.0038099109999981833,1.0828355929500937,0.6783519079491857,0.06831683168316832,0.0764987718259383,0.12979270021261516
frozenset({'Organic Garlic'}),frozenset({'Limes'}),0.04071970858425423,0.05191762844492414,0.005923981700661082,0.14548192771084337,2.8021682050669012,1.0,0.0038099109999981833,1.1094936459509523,0.6704333356919189,0.06831683168316832,0.09868794323477609,0.12979270021261516
frozenset({'Organic Cucumber'}),frozenset({'Organic Hass Avocado'}),0.03077281591502827,0.08194228103957907,0.006537230323917923,0.21243523316062177,2.5924984082150835,1.0,0.004015635593829444,1.165691708943166,0.6337747346900476,0.06156867275037542,0.14214024829376604,0.14610685471831417
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Cucumber'}),0.08194228103957907,0.03077281591502827,0.006537230323917923,0.07977847627600658,2.5924984082150835,1.0,0.004015635593829444,1.05325419923092,0.6690992175779716,0.06156867275037542,0.05056158263580234,0.14610685471831417
frozenset({'Organic Avocado'}),frozenset({'Large Lemon'}),0.06685636490746079,0.05792746495284118,0.009554413550341579,0.1429095578792882,2.467043189195851,1.0,0.005681593815290284,1.099151838300955,0.6372614521478228,0.08291644491750931,0.09020758993063409,0.1539235487893159
frozenset({'Large Lemon'}),frozenset({'Organic Avocado'}),0.05792746495284118,0.06685636490746079,0.009554413550341579,0.16493753969934363,2.467043189195851,1.0,0.005681593815290284,1.1174536989204014,0.6312215310807271,0.08291644491750931,0.1051083360624929,0.1539235487893159
frozenset({'Cucumber Kirby'}),frozenset({'Large Lemon'}),0.03753081574331866,0.05792746495284118,0.005347527994799652,0.14248366013071895,2.459690929798414,1.0,0.0031734629811770204,1.0986059288278605,0.6165858250550035,0.05934394991152852,0.08975550398955745,0.11739893360124767
frozenset({'Large Lemon'}),frozenset({'Cucumber Kirby'}),0.05792746495284118,0.03753081574331866,0.005347527994799652,0.09231420707177641,2.4596909297984135,1.0,0.0031734629811770204,1.060355016851949,0.629935417908362,0.05934394991152852,0.05691963153164969,0.11739893360124767
frozenset({'Apple Honeycrisp Organic'}),frozenset({'Organic Hass Avocado'}),0.03196251824414654,0.08194228103957907,0.006402315626801418,0.20030698388334614,2.444488746738641,1.0,0.0037832339741068885,1.1480126754370714,0.6104272986721762,0.05955504848830576,0.12892947839684793,0.13921950002429542
frozenset({'Organic Hass Avocado'}),frozenset({'Apple Honeycrisp Organic'}),0.08194228103957907,0.03196251824414654,0.006402315626801418,0.07813201616524472,2.444488746738641,1.0,0.0037832339741068885,1.0500825484024772,0.6436594266325396,0.05955504848830576,0.04769391556756114,0.13921950002429542
frozenset({'Large Lemon'}),frozenset({'Organic Garlic'}),0.05792746495284118,0.04071970858425423,0.005764537058614304,0.09951302138471312,2.4438539676384985,1.0,0.0034057475667100107,1.0652905752072812,0.627138808942763,0.06206259078304504,0.061288982299103914,0.12053964322247704
frozenset({'Organic Garlic'}),frozenset({'Large Lemon'}),0.04071970858425423,0.05792746495284118,0.005764537058614304,0.14156626506024098,2.4438539676384985,1.0,0.0034057475667100107,1.0974318653882693,0.6158890710609952,0.06206259078304504,0.088781698856355,0.12053964322247704
frozenset({'Organic Strawberries'}),frozenset({'Organic Raspberries'}),0.10170115168091448,0.05287429629720481,0.012890486060858793,0.12674867342016402,2.3971699350420397,1.0,0.007513109233115152,1.0845969251627645,0.6488279748370833,0.09097991689750692,0.0779984925275988,0.1852718082944012
frozenset({'Organic Raspberries'}),frozenset({'Organic Strawberries'}),0.05287429629720481,0.10170115168091448,0.012890486060858793,0.24379494316863837,2.3971699350420392,1.0,0.007513109233115152,1.1879037837741035,0.6153791627391523,0.09097991689750692,0.15818097925162944,0.1852718082944012
frozenset({'Organic Whole String Cheese'}),frozenset({'Organic Strawberries'}),0.022248660051758185,0.10170115168091448,0.005335263022334515,0.2398015435501654,2.357903913443757,1.0,0.0030725486717135533,1.1816636046778977,0.5889989450012133,0.044979836624961224,0.1537354657947821,0.1461308730775429
frozenset({'Organic Strawberries'}),frozenset({'Organic Whole String Cheese'}),0.10170115168091448,0.022248660051758185,0.005335263022334515,0.0524602026049204,2.357903913443757,1.0,0.0030725486717135533,1.0318841938209011,0.6410945631074361,0.044979836624961224,0.03089900398884802,0.1461308730775429
frozenset({'Bag of Organic Bananas'}),"frozenset({'Organic Hass Avocado', 'Organic Strawberries'})",0.14779291820489862,0.01567463481044485,0.005445647774520746,0.036846473029045645,2.35070695264255,1.0,0.0031290477540890133,1.0219817896376133,0.6742446431579024,0.03446134740763738,0.021508983682975248,0.19213215670231623
"frozenset({'Organic Hass Avocado', 'Organic Strawberries'})",frozenset({'Bag of Organic Bananas'}),0.01567463481044485,0.14779291820489862,0.005445647774520746,0.3474178403755868,2.3507069526425495,1.0,0.0031290477540890133,1.3059000605924933,0.5837460661708371,0.03446134740763738,0.23424461781072664,0.19213215670231623
frozenset({'Organic Strawberries'}),frozenset({'Organic Blueberries'}),0.10170115168091448,0.037874234972342484,0.009039284706805832,0.08888084901109503,2.3467364839448224,1.0,0.0051874313910850334,1.0559823750641082,0.6388478793371087,0.06924739265244761,0.053014497576921546,0.16377332605995165
frozenset({'Organic Blueberries'}),frozenset({'Organic Strawberries'}),0.037874234972342484,0.10170115168091448,0.009039284706805832,0.23866580310880828,2.346736483944822,1.0,0.0051874313910850334,1.1799008267160085,0.5964670473647673,0.06924739265244761,0.15247114218635008,0.16377332605995165
frozenset({'Organic Avocado'}),frozenset({'Cucumber Kirby'}),0.06685636490746079,0.03753081574331866,0.005850391865870261,0.08750687947165657,2.3316007856086847,1.0,0.003341217953260274,1.0547687019266527,0.6120280848915246,0.05937266616878266,0.05192484553875314,0.1216946162064165
frozenset({'Cucumber Kirby'}),frozenset({'Organic Avocado'}),0.03753081574331866,0.06685636490746079,0.005850391865870261,0.15588235294117644,2.3316007856086842,1.0,0.003341217953260274,1.1054663272873286,0.5933801531063801,0.05937266616878266,0.09540437793897294,0.1216946162064165
frozenset({'Organic Raspberries'}),frozenset({'Organic Hass Avocado'}),0.05287429629720481,0.08194228103957907,0.010094072338807599,0.19090698213871493,2.329773832467571,1.0,0.005761431891852068,1.1346751222587084,0.6026378383032455,0.08093224505851117,0.1186904688547513,0.15704606703103985
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Raspberries'}),0.08194228103957907,0.05287429629720481,0.010094072338807599,0.12318515192336477,2.329773832467571,1.0,0.005761431891852068,1.0801889427173736,0.6217188471844871,0.08093224505851117,0.07423603366615343,0.15704606703103985
frozenset({'Limes'}),frozenset({'Organic Avocado'}),0.05191762844492414,0.06685636490746079,0.00793543718494352,0.15284668084101113,2.286194905340334,1.0,0.004464413272499706,1.1015050215690794,0.593399889229022,0.07159455571539229,0.09215121091730187,0.13577024924457454
frozenset({'Organic Avocado'}),frozenset({'Limes'}),0.06685636490746079,0.05191762844492414,0.00793543718494352,0.11869381764813795,2.2861949053403334,1.0,0.004464413272499706,1.075769568556769,0.6028996534975869,0.07159455571539229,0.0704328982445748,0.13577024924457454
frozenset({'Organic Navel Orange'}),frozenset({'Bag of Organic Bananas'}),0.01614070376412005,0.14779291820489862,0.005322998049869378,0.32978723404255317,2.2314143197669285,1.0,0.0029375163386892843,1.271547074424437,0.5609071683381408,0.03356016084132385,0.21355644622701217,0.1829019157764633
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Navel Orange'}),0.14779291820489862,0.01614070376412005,0.005322998049869378,0.03601659751037345,2.2314143197669285,1.0,0.0029375163386892843,1.0206185020353267,0.6475582563012627,0.03356016084132385,0.020201967722718105,0.1829019157764633
frozenset({'Organic Baby Spinach'}),frozenset({'Michigan Organic Kale'}),0.09143536972759496,0.0255847325622754,0.00520034832521801,0.056874580818242794,2.222989068961548,1.0,0.002860998844004721,1.0331767627290906,0.6055212965222276,0.04650652626960623,0.03211141009545722,0.130067204119572
frozenset({'Michigan Organic Kale'}),frozenset({'Organic Baby Spinach'}),0.0255847325622754,0.09143536972759496,0.00520034832521801,0.20325982742090123,2.222989068961548,1.0,0.002860998844004721,1.1403524781878682,0.564600382692532,0.04650652626960623,0.12307815423078836,0.130067204119572
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Yellow Onion'}),0.08194228103957907,0.04280475390332749,0.007739197625501331,0.0944469390809759,2.2064591071888846,1.0,0.004231678451324851,1.0570283370532014,0.5955890940161009,0.06614255765199162,0.05395156880295744,0.13762461567229312
frozenset({'Organic Yellow Onion'}),frozenset({'Organic Hass Avocado'}),0.04280475390332749,0.08194228103957907,0.007739197625501331,0.1808022922636103,2.2064591071888846,1.0,0.004231678451324851,1.1206790623196463,0.5712368164382864,0.06614255765199162,0.10768387344531795,0.13762461567229312
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Zucchini'}),0.09143536972759496,0.039125262163786444,0.007861847350152698,0.08598256203890006,2.1976226428581938,1.0,0.0042844145385178035,1.0512652143482495,0.5998063389691829,0.06407437025189924,0.04876525319068249,0.14346150045518669
frozenset({'Organic Zucchini'}),frozenset({'Organic Baby Spinach'}),0.039125262163786444,0.09143536972759496,0.007861847350152698,0.20094043887147334,2.1976226428581938,1.0,0.0042844145385178035,1.1370424364727234,0.5671528276701061,0.06407437025189924,0.12052534899035929,0.14346150045518669
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Organic Hass Avocado'}),0.02857738584376878,0.08194228103957907,0.0051390234628923255,0.17982832618025751,2.1945731055912194,1.0,0.0027973272807057356,1.1193482392348408,0.5603436708374242,0.048766294227188076,0.10662297491656784,0.12127174429054785
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.08194228103957907,0.02857738584376878,0.0051390234628923255,0.06271516240083819,2.194573105591219,1.0,0.0027973272807057356,1.0364219874126126,0.5929153497747089,0.048766294227188076,0.035142044316850876,0.12127174429054785
frozenset({'Organic Strawberries'}),"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",0.10170115168091448,0.02468938957232041,0.005445647774520746,0.05354558610709117,2.16876913664653,1.0,0.0029347084207169997,1.0304887336475943,0.5999216950187035,0.045025859446303614,0.029586673441517407,0.1370559525170329
"frozenset({'Organic Hass Avocado', 'Bag of Organic Bananas'})",frozenset({'Organic Strawberries'}),0.02468938957232041,0.10170115168091448,0.005445647774520746,0.22056631892697465,2.1687691366465294,1.0,0.0029347084207169997,1.1525019640958056,0.5525511175159062,0.045025859446303614,0.13232251991470656,0.1370559525170329
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Garlic'}),0.09143536972759496,0.04071970858425423,0.008058086909594888,0.0881287726358149,2.1642780781071975,1.0,0.00433486529999368,1.0519909638870821,0.5920901466194894,0.06493378137971931,0.04942149283771107,0.14301016945043757
frozenset({'Organic Garlic'}),frozenset({'Organic Baby Spinach'}),0.04071970858425423,0.09143536972759496,0.008058086909594888,0.19789156626506024,2.1642780781071975,1.0,0.00433486529999368,1.1327204553152026,0.5607872589119269,0.06493378137971931,0.11716964648463993,0.14301016945043757
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Cucumber'}),0.09143536972759496,0.03077281591502827,0.006009836507917039,0.06572769953051642,2.135901365413151,1.0,0.003196112707167211,1.0374140211562763,0.5853337987372383,0.05172049820561536,0.03606469586228988,0.1305123152893714
frozenset({'Organic Cucumber'}),frozenset({'Organic Baby Spinach'}),0.03077281591502827,0.09143536972759496,0.006009836507917039,0.19529693104822637,2.135901365413151,1.0,0.003196112707167211,1.1290681809576346,0.5486985870476961,0.05172049820561536,0.11431389453218284,0.1305123152893714
frozenset({'Organic Large Extra Fancy Fuji Apple'}),frozenset({'Bag of Organic Bananas'}),0.02857738584376878,0.14779291820489862,0.008892105037224192,0.3111587982832618,2.1053701494132104,1.0,0.004668569788706244,1.2371604365000537,0.5404693395887565,0.053094104723544484,0.19169739793084906,0.18566238669349813
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Large Extra Fancy Fuji Apple'}),0.14779291820489862,0.02857738584376878,0.008892105037224192,0.06016597510373444,2.1053701494132104,1.0,0.004668569788706244,1.0336108168284843,0.6160757754191425,0.053094104723544484,0.032517864830028914,0.18566238669349813
frozenset({'Organic Cucumber'}),frozenset({'Organic Strawberries'}),0.03077281591502827,0.10170115168091448,0.006561760268848196,0.21323236349143085,2.096656330504924,1.0,0.003432129449825047,1.141758769216102,0.5396568746180032,0.052113773621663737,0.12415824869331156,0.13887619139356877
frozenset({'Organic Strawberries'}),frozenset({'Organic Cucumber'}),0.10170115168091448,0.03077281591502827,0.006561760268848196,0.0645200192957067,2.0966563305049237,1.0,0.003432129449825047,1.0360747467361848,0.5822673756476985,0.052113773621663737,0.03481867196341432,0.13887619139356877
"frozenset({""Organic D'Anjou Pears""})",frozenset({'Bag of Organic Bananas'}),0.018054039468681393,0.14779291820489862,0.005592827444102388,0.3097826086956522,2.0960585423056113,1.0,0.002924568265639548,1.2346937248055014,0.5325283769371469,0.03489973978264198,0.19008254443220085,0.17381246617355225
frozenset({'Bag of Organic Bananas'}),"frozenset({""Organic D'Anjou Pears""})",0.14779291820489862,0.018054039468681393,0.005592827444102388,0.037842323651452285,2.096058542305611,1.0,0.002924568265639548,1.0205665710196987,0.6135997925530693,0.03489973978264198,0.020152111193638092,0.17381246617355225
frozenset({'Organic Fuji Apple'}),frozenset({'Banana'}),0.03413341837047576,0.17746188659806458,0.01259612672169551,0.36902623068630974,2.079467528270571,1.0,0.006538745901629846,1.3036011216387164,0.5374527627084589,0.06329738058551618,0.23289418565171915,0.22000278290829414
frozenset({'Banana'}),frozenset({'Organic Fuji Apple'}),0.17746188659806458,0.03413341837047576,0.01259612672169551,0.07097933513027853,2.079467528270571,1.0,0.006538745901629846,1.039661030322689,0.6311046919851356,0.06329738058551618,0.03814803976097777,0.22000278290829414
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Zucchini'}),0.08194228103957907,0.039125262163786444,0.006623085131173881,0.08082622361921868,2.065832128635033,1.0,0.0034170719032016825,1.0453678755062275,0.5619837961725954,0.05787161075983281,0.04339895702673827,0.1250526102422112
frozenset({'Organic Zucchini'}),frozenset({'Organic Hass Avocado'}),0.039125262163786444,0.08194228103957907,0.006623085131173881,0.16927899686520376,2.065832128635033,1.0,0.0034170719032016825,1.1051336315032991,0.5369415405474786,0.05787161075983281,0.09513205327059608,0.1250526102422112
frozenset({'Organic Grape Tomatoes'}),frozenset({'Organic Baby Spinach'}),0.0320483730514025,0.09143536972759496,0.006022101480382177,0.18790662074244166,2.055075856337156,1.0,0.003091746641259299,1.1187932982572077,0.5303983615881612,0.051268664508718816,0.1061798443396622,0.12688422921763265
frozenset({'Organic Baby Spinach'}),frozenset({'Organic Grape Tomatoes'}),0.09143536972759496,0.0320483730514025,0.006022101480382177,0.06586183769282361,2.055075856337156,1.0,0.003091746641259299,1.036197498406346,0.5650670738483448,0.051268664508718816,0.03493301080345904,0.12688422921763265
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Kiwi'}),0.14779291820489862,0.01903523726589234,0.00577680203107944,0.039087136929460586,2.053409494374813,1.0,0.0029635287668305756,1.02086755254737,0.6019723225461401,0.035869316883710305,0.0204409989281168,0.17128325918637977
frozenset({'Organic Kiwi'}),frozenset({'Bag of Organic Bananas'}),0.01903523726589234,0.14779291820489862,0.00577680203107944,0.30347938144329895,2.053409494374813,1.0,0.0029635287668305756,1.2235202506438458,0.5229597390314381,0.035869316883710305,0.18268618809228865,0.17128325918637977
frozenset({'Organic Raspberries'}),frozenset({'Bag of Organic Bananas'}),0.05287429629720481,0.14779291820489862,0.015956729177142998,0.30178612850846676,2.0419525656166657,1.0,0.008142282629348633,1.2205530663184991,0.5387591712532847,0.08638778220451528,0.18069928494280357,0.20487646674385995
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Raspberries'}),0.14779291820489862,0.05287429629720481,0.015956729177142998,0.10796680497925312,2.0419525656166657,1.0,0.008142282629348633,1.0617606037416207,0.5987660394991745,0.08638778220451528,0.05816810637348742,0.20487646674385995
frozenset({'Bag of Organic Bananas'}),frozenset({'Organic Hass Avocado'}),0.14779291820489862,0.08194228103957907,0.02468938957232041,0.1670539419087137,2.038678198719227,1.0,0.012578900733115085,1.1021814798717815,0.5978430688843401,0.12040913984926427,0.09270839851497828,0.2341780710890672
frozenset({'Organic Hass Avocado'}),frozenset({'Bag of Organic Bananas'}),0.08194228103957907,0.14779291820489862,0.02468938957232041,0.30130220026942073,2.038678198719227,1.0,0.012578900733115085,1.2197076935460738,0.5549608554920458,0.12040913984926427,0.18013143207067456,0.2341780710890672
frozenset({'Organic Garlic'}),frozenset({'Organic Hass Avocado'}),0.04071970858425423,0.08194228103957907,0.006794794745685796,0.16686746987951806,2.036402547775295,1.0,0.0034581289410250756,1.1019347892077358,0.5305414479325433,0.05864295543558802,0.09250528271371168,0.12489459409258047
frozenset({'Organic Hass Avocado'}),frozenset({'Organic Garlic'}),0.08194228103957907,0.04071970858425423,0.006794794745685796,0.08292171830564286,2.036402547775295,1.0,0.0034581289410250756,1.0460178924348944,0.5543637881038318,0.05864295543558802,0.04399340849493025,0.12489459409258047
frozenset({'Honeycrisp Apple'}),frozenset({'Banana'}),0.031103970171586965,0.17746188659806458,0.011050740191088272,0.3552839116719243,2.0020293849158204,1.0,0.0055309709637485225,1.2758144682491181,0.5165743449676794,0.05594883258817685,0.2161869731949631,0.2087774869714933
